id_pelanggan,kota_kabupaten_pelanggan,provinsi_pelanggan
CUST006418,Binjai,Sumatera Utara
CUST006419,Natuna,Kepulauan Riau
CUST006420,Bandar Lampung,Lampung
CUST006421,Langsa,Aceh
CUST006422,Kerinci,Jambi
CUST006423,Pematangsiantar,Sumatera Utara
CUST006424,Pematangsiantar,Sumatera Utara
CUST006425,Lubuklinggau,Sumatera Selatan
CUST006426,Sungai Penuh,Jambi
CUST006427,Padangsidimpuan,Sumatera Utara
CUST006428,Bintan,Kepulauan Riau
CUST006429,Palembang,Sumatera Selatan
CUST006430,Binjai,Sumatera Utara
CUST006431,Lampung Barat,Lampung
CUST006432,Lampung Barat,Lampung
CUST006433,Lampung Timur,Lampung
CUST006434,Padang,Sumatera Barat
CUST006435,Karimun,Kepulauan Riau
CUST006436,Lhokseumawe,Aceh
CUST006437,Bungo,Jambi
CUST006438,Kepahiang,Bengkulu
CUST006439,Natuna,Kepulauan Riau
CUST006440,Payakumbuh,Sumatera Barat
CUST006441,Lahat,Sumatera Selatan
CUST006442,Bintan,Kepulauan Riau
CUST006443,Palembang,Sumatera Selatan
CUST006444,Bengkulu Utara,Bengkulu
CUST006445,Lampung Barat,Lampung
CUST006446,Subulussalam,Aceh
CUST006447,Langsa,Aceh
CUST006448,Pangkalpinang,Kepulauan Bangka Belitung
CUST006449,Pariaman,Sumatera Barat
CUST006450,Padangsidimpuan,Sumatera Utara
CUST006451,Rejang Lebong,Bengkulu
CUST006452,Karimun,Kepulauan Riau
CUST006453,Binjai,Sumatera Utara
CUST006454,Kepahiang,Bengkulu
CUST006455,Lampung Timur,Lampung
CUST006456,Padangsidimpuan,Sumatera Utara
CUST006457,Lampung Selatan,Lampung
CUST006458,Belitung Timur,Kepulauan Bangka Belitung
CUST006459,Bandar Lampung,Lampung
CUST006460,Binjai,Sumatera Utara
CUST006461,Pematangsiantar,Sumatera Utara
CUST006462,Rejang Lebong,Bengkulu
CUST006463,Bengkulu Selatan,Bengkulu
CUST006464,Padangsidimpuan,Sumatera Utara
CUST006465,Lahat,Sumatera Selatan
CUST006466,Metro,Lampung
CUST006467,Bandar Lampung,Lampung
CUST006468,Bungo,Jambi
CUST006469,Subulussalam,Aceh
CUST006470,Payakumbuh,Sumatera Barat
CUST006471,Solok,Sumatera Barat
CUST006472,Bengkalis,Riau
CUST006473,Tanjungpinang,Kepulauan Riau
CUST006474,Karimun,Kepulauan Riau
CUST006475,Lhokseumawe,Aceh
CUST006476,Bengkulu Tengah,Bengkulu
CUST006477,Pekanbaru,Riau
CUST006478,Pelalawan,Riau
CUST006479,Sabang,Aceh
CUST006480,Batanghari,Jambi
CUST006481,Padang,Sumatera Barat
CUST006482,Padang,Sumatera Barat
CUST006483,Bungo,Jambi
CUST006484,Padangsidimpuan,Sumatera Utara
CUST006485,Lampung Utara,Lampung
CUST006486,Bengkulu Utara,Bengkulu
CUST006487,Kampar,Riau
CUST006488,Sungai Penuh,Jambi
CUST006489,Banda Aceh,Aceh
CUST006490,Bengkulu Selatan,Bengkulu
CUST006491,Sungai Penuh,Jambi
CUST006492,Bengkalis,Riau
CUST006493,Bengkulu Tengah,Bengkulu
CUST006494,Lampung Tengah,Lampung
CUST006495,Solok,Sumatera Barat
CUST006496,Bengkulu Selatan,Bengkulu
CUST006497,Karimun,Kepulauan Riau
CUST006498,Subulussalam,Aceh
CUST006499,Batam,Kepulauan Riau
CUST006500,Tanjungbalai,Sumatera Utara
CUST006501,Lingga,Kepulauan Riau
CUST006502,Padangpanjang,Sumatera Barat
CUST006503,Palembang,Sumatera Selatan
CUST006504,Payakumbuh,Sumatera Barat
CUST006505,Payakumbuh,Sumatera Barat
CUST006506,Palembang,Sumatera Selatan
CUST006507,Bengkulu Selatan,Bengkulu
CUST006508,Belitung,Kepulauan Bangka Belitung
CUST006509,Sabang,Aceh
CUST006510,Solok,Sumatera Barat
CUST006511,Lampung Timur,Lampung
CUST006512,Tanjungpinang,Kepulauan Riau
CUST006513,Langsa,Aceh
CUST006514,Indragiri Hilir,Riau
CUST006515,Belitung Timur,Kepulauan Bangka Belitung
CUST006516,Sawahlunto,Sumatera Barat
CUST006517,Rejang Lebong,Bengkulu
CUST006518,Lubuklinggau,Sumatera Selatan
CUST006519,Kampar,Riau
CUST006520,Tanjungpinang,Kepulauan Riau
CUST006521,Ogan Komering Ilir,Sumatera Selatan
CUST006522,Palembang,Sumatera Selatan
CUST006523,Batanghari,Jambi
CUST006524,Belitung Timur,Kepulauan Bangka Belitung
CUST006525,Tanjungbalai,Sumatera Utara
CUST006526,Lampung Timur,Lampung
CUST006527,Lampung Selatan,Lampung
CUST006528,Bengkulu Selatan,Bengkulu
CUST006529,Ogan Komering Ilir,Sumatera Selatan
CUST006530,Bangka Selatan,Kepulauan Bangka Belitung
CUST006531,Belitung Timur,Kepulauan Bangka Belitung
CUST006532,Palembang,Sumatera Selatan
CUST006533,Payakumbuh,Sumatera Barat
CUST006534,Bengkulu Selatan,Bengkulu
CUST006535,Sawahlunto,Sumatera Barat
CUST006536,Batam,Kepulauan Riau
CUST006537,Bangka Selatan,Kepulauan Bangka Belitung
CUST006538,Bengkulu Selatan,Bengkulu
CUST006539,Kaur,Bengkulu
CUST006540,Merangin,Jambi
CUST006541,Tanjungpinang,Kepulauan Riau
CUST006542,Tebing Tinggi,Sumatera Utara
CUST006543,Medan,Sumatera Utara
CUST006544,Subulussalam,Aceh
CUST006545,Bengkulu,Bengkulu
CUST006546,Lampung Timur,Lampung
CUST006547,Lingga,Kepulauan Riau
CUST006548,Tanjungbalai,Sumatera Utara
CUST006549,Lampung Tengah,Lampung
CUST006550,Tanjungpinang,Kepulauan Riau
CUST006551,Muaro Jambi,Jambi
CUST006552,Rejang Lebong,Bengkulu
CUST006553,Pelalawan,Riau
CUST006554,Lampung Tengah,Lampung
CUST006555,Bengkulu,Bengkulu
CUST006556,Pelalawan,Riau
CUST006557,Bandar Lampung,Lampung
CUST006558,Ogan Komering Ilir,Sumatera Selatan
CUST006559,Lampung Selatan,Lampung
CUST006560,Bengkulu,Bengkulu
CUST006561,Ogan Komering Ilir,Sumatera Selatan
CUST006562,Indragiri Hulu,Riau
CUST006563,Batanghari,Jambi
CUST006564,Batanghari,Jambi
CUST006565,Kaur,Bengkulu
CUST006566,Pekanbaru,Riau
CUST006567,Bengkulu,Bengkulu
CUST006568,Banda Aceh,Aceh
CUST006569,Pariaman,Sumatera Barat
CUST006570,Ogan Komering Ilir,Sumatera Selatan
CUST006571,Belitung Timur,Kepulauan Bangka Belitung
CUST006572,Bintan,Kepulauan Riau
CUST006573,Lubuklinggau,Sumatera Selatan
CUST006574,Karimun,Kepulauan Riau
CUST006575,Indragiri Hulu,Riau
CUST006576,Rejang Lebong,Bengkulu
CUST006577,Natuna,Kepulauan Riau
CUST006578,Kepahiang,Bengkulu
CUST006579,Subulussalam,Aceh
CUST006580,Rejang Lebong,Bengkulu
CUST006581,Kaur,Bengkulu
CUST006582,Payakumbuh,Sumatera Barat
CUST006583,Lahat,Sumatera Selatan
CUST006584,Payakumbuh,Sumatera Barat
CUST006585,Pekanbaru,Riau
CUST006586,Sawahlunto,Sumatera Barat
CUST006587,Tanjungbalai,Sumatera Utara
CUST006588,Karimun,Kepulauan Riau
CUST006589,Muaro Jambi,Jambi
CUST006590,Bangka,Kepulauan Bangka Belitung
CUST006591,Lubuklinggau,Sumatera Selatan
CUST006592,Medan,Sumatera Utara
CUST006593,Sabang,Aceh
CUST006594,Subulussalam,Aceh
CUST006595,Padang,Sumatera Barat
CUST006596,Natuna,Kepulauan Riau
CUST006597,Pangkalpinang,Kepulauan Bangka Belitung
CUST006598,Karimun,Kepulauan Riau
CUST006599,Langsa,Aceh
CUST006600,Lampung Timur,Lampung
CUST006601,Lubuklinggau,Sumatera Selatan
CUST006602,Kampar,Riau
CUST006603,Bengkalis,Riau
CUST006604,Indragiri Hulu,Riau
CUST006605,Kampar,Riau
CUST006606,Kepahiang,Bengkulu
CUST006607,Merangin,Jambi
CUST006608,Lhokseumawe,Aceh
CUST006609,Binjai,Sumatera Utara
CUST006610,Subulussalam,Aceh
CUST006611,Medan,Sumatera Utara
CUST006612,Lampung Tengah,Lampung
CUST006613,Medan,Sumatera Utara
CUST006614,Padangpanjang,Sumatera Barat
CUST006615,Sungai Penuh,Jambi
CUST006616,Medan,Sumatera Utara
CUST006617,Lampung Utara,Lampung
CUST006618,Ogan Komering Ilir,Sumatera Selatan
CUST006619,Indragiri Hilir,Riau
CUST006620,Pematangsiantar,Sumatera Utara
CUST006621,Sabang,Aceh
CUST006622,Pematangsiantar,Sumatera Utara
CUST006623,Binjai,Sumatera Utara
CUST006624,Bengkulu Tengah,Bengkulu
CUST006625,Musi Banyuasin,Sumatera Selatan
CUST006626,Lampung Utara,Lampung
CUST006627,Bukittinggi,Sumatera Barat
CUST006628,Jambi,Jambi
CUST006629,Solok,Sumatera Barat
CUST006630,Natuna,Kepulauan Riau
CUST006631,Tanjungpinang,Kepulauan Riau
CUST006632,Padangsidimpuan,Sumatera Utara
CUST006633,Prabumulih,Sumatera Selatan
CUST006634,Lingga,Kepulauan Riau
CUST006635,Pangkalpinang,Kepulauan Bangka Belitung
CUST006636,Sawahlunto,Sumatera Barat
CUST006637,Jambi,Jambi
CUST006638,Indragiri Hulu,Riau
CUST006639,Subulussalam,Aceh
CUST006640,Subulussalam,Aceh
CUST006641,Belitung Timur,Kepulauan Bangka Belitung
CUST006642,Bukittinggi,Sumatera Barat
CUST006643,Palembang,Sumatera Selatan
CUST006644,Pekanbaru,Riau
CUST006645,Lubuklinggau,Sumatera Selatan
CUST006646,Pekanbaru,Riau
CUST006647,Padangpanjang,Sumatera Barat
CUST006648,Bungo,Jambi
CUST006649,Pekanbaru,Riau
CUST006650,Musi Banyuasin,Sumatera Selatan
CUST006651,Belitung,Kepulauan Bangka Belitung
CUST006652,Bungo,Jambi
CUST006653,Lampung Selatan,Lampung
CUST006654,Bangka Selatan,Kepulauan Bangka Belitung
CUST006655,Bengkalis,Riau
CUST006656,Bukittinggi,Sumatera Barat
CUST006657,Bungo,Jambi
CUST006658,Sibolga,Sumatera Utara
CUST006659,Bintan,Kepulauan Riau
CUST006660,Pariaman,Sumatera Barat
CUST006661,Kampar,Riau
CUST006662,Lampung Selatan,Lampung
CUST006663,Lampung Selatan,Lampung
CUST006664,Natuna,Kepulauan Riau
CUST006665,Muaro Jambi,Jambi
CUST006666,Lahat,Sumatera Selatan
CUST006667,Sibolga,Sumatera Utara
CUST006668,Bengkulu Tengah,Bengkulu
CUST006669,Indragiri Hulu,Riau
CUST006670,Pagar Alam,Sumatera Selatan
CUST006671,Pematangsiantar,Sumatera Utara
CUST006672,Padang,Sumatera Barat
CUST006673,Bangka Barat,Kepulauan Bangka Belitung
CUST006674,Karimun,Kepulauan Riau
CUST006675,Kerinci,Jambi
CUST006676,Bangka Barat,Kepulauan Bangka Belitung
CUST006677,Bengkulu,Bengkulu
CUST006678,Binjai,Sumatera Utara
CUST006679,Prabumulih,Sumatera Selatan
CUST006680,Padangpanjang,Sumatera Barat
CUST006681,Pekanbaru,Riau
CUST006682,Kampar,Riau
CUST006683,Pagar Alam,Sumatera Selatan
CUST006684,Pariaman,Sumatera Barat
CUST006685,Palembang,Sumatera Selatan
CUST006686,Lhokseumawe,Aceh
CUST006687,Lhokseumawe,Aceh
CUST006688,Indragiri Hilir,Riau
CUST006689,Bintan,Kepulauan Riau
CUST006690,Indragiri Hulu,Riau
CUST006691,Pematangsiantar,Sumatera Utara
CUST006692,Kerinci,Jambi
CUST006693,Indragiri Hulu,Riau
CUST006694,Pekanbaru,Riau
CUST006695,Bangka Barat,Kepulauan Bangka Belitung
CUST006696,Natuna,Kepulauan Riau
CUST006697,Sibolga,Sumatera Utara
CUST006698,Kaur,Bengkulu
CUST006699,Bengkulu Selatan,Bengkulu
CUST006700,Lubuklinggau,Sumatera Selatan
CUST006701,Pekanbaru,Riau
CUST006702,Lampung Selatan,Lampung
CUST006703,Lhokseumawe,Aceh
CUST006704,Bengkulu,Bengkulu
CUST006705,Pematangsiantar,Sumatera Utara
CUST006706,Sawahlunto,Sumatera Barat
CUST006707,Lahat,Sumatera Selatan
CUST006708,Rejang Lebong,Bengkulu
CUST006709,Tanjungpinang,Kepulauan Riau
CUST006710,Jambi,Jambi
CUST006711,Tanjungpinang,Kepulauan Riau
CUST006712,Lampung Barat,Lampung
CUST006713,Pariaman,Sumatera Barat
CUST006714,Bengkulu,Bengkulu
CUST006715,Bangka Tengah,Kepulauan Bangka Belitung
CUST006716,Lhokseumawe,Aceh
CUST006717,Banda Aceh,Aceh
CUST006718,Bandar Lampung,Lampung
CUST006719,Kaur,Bengkulu
CUST006720,Batanghari,Jambi
CUST006721,Ogan Komering Ilir,Sumatera Selatan
CUST006722,Prabumulih,Sumatera Selatan
CUST006723,Sibolga,Sumatera Utara
CUST006724,Prabumulih,Sumatera Selatan
CUST006725,Tanjungpinang,Kepulauan Riau
CUST006726,Bengkulu Selatan,Bengkulu
CUST006727,Lampung Selatan,Lampung
CUST006728,Tebing Tinggi,Sumatera Utara
CUST006729,Lahat,Sumatera Selatan
CUST006730,Medan,Sumatera Utara
CUST006731,Pekanbaru,Riau
CUST006732,Langsa,Aceh
CUST006733,Padangsidimpuan,Sumatera Utara
CUST006734,Rejang Lebong,Bengkulu
CUST006735,Padang,Sumatera Barat
CUST006736,Kampar,Riau
CUST006737,Ogan Komering Ilir,Sumatera Selatan
CUST006738,Pangkalpinang,Kepulauan Bangka Belitung
CUST006739,Lhokseumawe,Aceh
CUST006740,Banda Aceh,Aceh
CUST006741,Lhokseumawe,Aceh
CUST006742,Padangsidimpuan,Sumatera Utara
CUST006743,Musi Banyuasin,Sumatera Selatan
CUST006744,Karimun,Kepulauan Riau
CUST006745,Merangin,Jambi
CUST006746,Bukittinggi,Sumatera Barat
CUST006747,Karimun,Kepulauan Riau
CUST006748,Binjai,Sumatera Utara
CUST006749,Ogan Komering Ilir,Sumatera Selatan
CUST006750,Pariaman,Sumatera Barat
CUST006751,Karimun,Kepulauan Riau
CUST006752,Lampung Timur,Lampung
CUST006753,Sibolga,Sumatera Utara
CUST006754,Bangka,Kepulauan Bangka Belitung
CUST006755,Karimun,Kepulauan Riau
CUST006756,Lampung Barat,Lampung
CUST006757,Ogan Komering Ilir,Sumatera Selatan
CUST006758,Metro,Lampung
CUST006759,Padangsidimpuan,Sumatera Utara
CUST006760,Merangin,Jambi
CUST006761,Padangsidimpuan,Sumatera Utara
CUST006762,Belitung Timur,Kepulauan Bangka Belitung
CUST006763,Kampar,Riau
CUST006764,Kampar,Riau
CUST006765,Medan,Sumatera Utara
CUST006766,Bandar Lampung,Lampung
CUST006767,Pekanbaru,Riau
CUST006768,Indragiri Hilir,Riau
CUST006769,Rejang Lebong,Bengkulu
CUST006770,Bandar Lampung,Lampung
CUST006771,Lubuklinggau,Sumatera Selatan
CUST006772,Lingga,Kepulauan Riau
CUST006773,Belitung Timur,Kepulauan Bangka Belitung
CUST006774,Ogan Komering Ilir,Sumatera Selatan
CUST006775,Merangin,Jambi
CUST006776,Lampung Timur,Lampung
CUST006777,Pariaman,Sumatera Barat
CUST006778,Pangkalpinang,Kepulauan Bangka Belitung
CUST006779,Bukittinggi,Sumatera Barat
CUST006780,Prabumulih,Sumatera Selatan
CUST006781,Lampung Utara,Lampung
CUST006782,Lingga,Kepulauan Riau
CUST006783,Pelalawan,Riau
CUST006784,Rejang Lebong,Bengkulu
CUST006785,Padangsidimpuan,Sumatera Utara
CUST006786,Rejang Lebong,Bengkulu
CUST006787,Muaro Jambi,Jambi
CUST006788,Natuna,Kepulauan Riau
CUST006789,Binjai,Sumatera Utara
CUST006790,Bandar Lampung,Lampung
CUST006791,Binjai,Sumatera Utara
CUST006792,Sabang,Aceh
CUST006793,Padangpanjang,Sumatera Barat
CUST006794,Sabang,Aceh
CUST006795,Bangka Selatan,Kepulauan Bangka Belitung
CUST006796,Pagar Alam,Sumatera Selatan
CUST006797,Sibolga,Sumatera Utara
CUST006798,Padangsidimpuan,Sumatera Utara
CUST006799,Rejang Lebong,Bengkulu
CUST006800,Payakumbuh,Sumatera Barat
CUST006801,Bangka Selatan,Kepulauan Bangka Belitung
CUST006802,Bangka Barat,Kepulauan Bangka Belitung
CUST006803,Sabang,Aceh
CUST006804,Batanghari,Jambi
CUST006805,Medan,Sumatera Utara
CUST006806,Kaur,Bengkulu
CUST006807,Rejang Lebong,Bengkulu
CUST006808,Sungai Penuh,Jambi
CUST006809,Rejang Lebong,Bengkulu
CUST006810,Bintan,Kepulauan Riau
CUST006811,Bangka Tengah,Kepulauan Bangka Belitung
CUST006812,Lampung Tengah,Lampung
CUST006813,Bengkulu,Bengkulu
CUST006814,Langsa,Aceh
CUST006815,Binjai,Sumatera Utara
CUST006816,Medan,Sumatera Utara
CUST006817,Subulussalam,Aceh
CUST006818,Sungai Penuh,Jambi
CUST006819,Sibolga,Sumatera Utara
CUST006820,Padangsidimpuan,Sumatera Utara
CUST006821,Indragiri Hulu,Riau
CUST006822,Bengkulu Tengah,Bengkulu
CUST006823,Bengkulu,Bengkulu
CUST006824,Kampar,Riau
CUST006825,Bungo,Jambi
CUST006826,Dumai,Riau
CUST006827,Bengkalis,Riau
CUST006828,Merangin,Jambi
CUST006829,Bintan,Kepulauan Riau
CUST006830,Banda Aceh,Aceh
CUST006831,Sawahlunto,Sumatera Barat
CUST006832,Karimun,Kepulauan Riau
CUST006833,Muaro Jambi,Jambi
CUST006834,Dumai,Riau
CUST006835,Musi Banyuasin,Sumatera Selatan
CUST006836,Binjai,Sumatera Utara
CUST006837,Padangpanjang,Sumatera Barat
CUST006838,Metro,Lampung
CUST006839,Sabang,Aceh
CUST006840,Bengkulu Selatan,Bengkulu
CUST006841,Langsa,Aceh
CUST006842,Jambi,Jambi
CUST006843,Solok,Sumatera Barat
CUST006844,Subulussalam,Aceh
CUST006845,Prabumulih,Sumatera Selatan
CUST006846,Tanjungpinang,Kepulauan Riau
CUST006847,Lampung Utara,Lampung
CUST006848,Indragiri Hilir,Riau
CUST006849,Medan,Sumatera Utara
CUST006850,Subulussalam,Aceh
CUST006851,Muaro Jambi,Jambi
CUST006852,Indragiri Hulu,Riau
CUST006853,Bangka,Kepulauan Bangka Belitung
CUST006854,Pariaman,Sumatera Barat
CUST006855,Medan,Sumatera Utara
CUST006856,Muaro Jambi,Jambi
CUST006857,Prabumulih,Sumatera Selatan
CUST006858,Lampung Timur,Lampung
CUST006859,Lahat,Sumatera Selatan
CUST006860,Merangin,Jambi
CUST006861,Lampung Barat,Lampung
CUST006862,Prabumulih,Sumatera Selatan
CUST006863,Lhokseumawe,Aceh
CUST006864,Merangin,Jambi
CUST006865,Lahat,Sumatera Selatan
CUST006866,Karimun,Kepulauan Riau
CUST006867,Padangsidimpuan,Sumatera Utara
CUST006868,Belitung,Kepulauan Bangka Belitung
CUST006869,Langsa,Aceh
CUST006870,Kepahiang,Bengkulu
CUST006871,Kampar,Riau
CUST006872,Padangpanjang,Sumatera Barat
CUST006873,Bandar Lampung,Lampung
CUST006874,Indragiri Hulu,Riau
CUST006875,Bengkulu Selatan,Bengkulu
CUST006876,Kampar,Riau
CUST006877,Binjai,Sumatera Utara
CUST006878,Kaur,Bengkulu
CUST006879,Padangsidimpuan,Sumatera Utara
CUST006880,Bangka Selatan,Kepulauan Bangka Belitung
CUST006881,Bangka,Kepulauan Bangka Belitung
CUST006882,Merangin,Jambi
CUST006883,Pagar Alam,Sumatera Selatan
CUST006884,Bengkulu Utara,Bengkulu
CUST006885,Bengkulu Selatan,Bengkulu
CUST006886,Sungai Penuh,Jambi
CUST006887,Subulussalam,Aceh
CUST006888,Belitung,Kepulauan Bangka Belitung
CUST006889,Ogan Komering Ilir,Sumatera Selatan
CUST006890,Tanjungpinang,Kepulauan Riau
CUST006891,Kepahiang,Bengkulu
CUST006892,Lampung Tengah,Lampung
CUST006893,Pagar Alam,Sumatera Selatan
CUST006894,Medan,Sumatera Utara
CUST006895,Lampung Timur,Lampung
CUST006896,Payakumbuh,Sumatera Barat
CUST006897,Sawahlunto,Sumatera Barat
CUST006898,Kerinci,Jambi
CUST006899,Belitung,Kepulauan Bangka Belitung
CUST006900,Padangpanjang,Sumatera Barat
CUST006901,Lampung Barat,Lampung
CUST006902,Tebing Tinggi,Sumatera Utara
CUST006903,Jambi,Jambi
CUST006904,Bandar Lampung,Lampung
CUST006905,Bengkalis,Riau
CUST006906,Tanjungpinang,Kepulauan Riau
CUST006907,Sabang,Aceh
CUST006908,Jambi,Jambi
CUST006909,Bengkulu Selatan,Bengkulu
CUST006910,Banda Aceh,Aceh
CUST006911,Sungai Penuh,Jambi
CUST006912,Pagar Alam,Sumatera Selatan
CUST006913,Belitung,Kepulauan Bangka Belitung
CUST006914,Bangka,Kepulauan Bangka Belitung
CUST006915,Tanjungbalai,Sumatera Utara
CUST006916,Sungai Penuh,Jambi
CUST006917,Indragiri Hilir,Riau
CUST006918,Tanjungpinang,Kepulauan Riau
CUST006919,Sungai Penuh,Jambi
CUST006920,Sabang,Aceh
CUST006921,Lubuklinggau,Sumatera Selatan
CUST006922,Bengkulu Tengah,Bengkulu
CUST006923,Bengkulu,Bengkulu
CUST006924,Batanghari,Jambi
CUST006925,Bintan,Kepulauan Riau
CUST006926,Sawahlunto,Sumatera Barat
CUST006927,Kaur,Bengkulu
CUST006928,Ogan Komering Ilir,Sumatera Selatan
CUST006929,Batam,Kepulauan Riau
CUST006930,Bengkalis,Riau
CUST006931,Payakumbuh,Sumatera Barat
CUST006932,Bangka,Kepulauan Bangka Belitung
CUST006933,Batanghari,Jambi
CUST006934,Padangsidimpuan,Sumatera Utara
CUST006935,Natuna,Kepulauan Riau
CUST006936,Lampung Tengah,Lampung
CUST006937,Payakumbuh,Sumatera Barat
CUST006938,Bengkulu,Bengkulu
CUST006939,Sawahlunto,Sumatera Barat
CUST006940,Lampung Timur,Lampung
CUST006941,Lahat,Sumatera Selatan
CUST006942,Prabumulih,Sumatera Selatan
CUST006943,Prabumulih,Sumatera Selatan
CUST006944,Lampung Selatan,Lampung
CUST006945,Bengkulu Tengah,Bengkulu
CUST006946,Subulussalam,Aceh
CUST006947,Sabang,Aceh
CUST006948,Tebing Tinggi,Sumatera Utara
CUST006949,Sawahlunto,Sumatera Barat
CUST006950,Muaro Jambi,Jambi
CUST006951,Indragiri Hulu,Riau
CUST006952,Bangka Barat,Kepulauan Bangka Belitung
CUST006953,Sawahlunto,Sumatera Barat
CUST006954,Bangka Tengah,Kepulauan Bangka Belitung
CUST006955,Jambi,Jambi
CUST006956,Rejang Lebong,Bengkulu
CUST006957,Kaur,Bengkulu
CUST006958,Sabang,Aceh
CUST006959,Bangka Selatan,Kepulauan Bangka Belitung
CUST006960,Banda Aceh,Aceh
CUST006961,Lhokseumawe,Aceh
CUST006962,Padangsidimpuan,Sumatera Utara
CUST006963,Tanjungpinang,Kepulauan Riau
CUST006964,Kerinci,Jambi
CUST006965,Lampung Timur,Lampung
CUST006966,Ogan Komering Ilir,Sumatera Selatan
CUST006967,Banda Aceh,Aceh
CUST006968,Natuna,Kepulauan Riau
CUST006969,Belitung,Kepulauan Bangka Belitung
CUST006970,Langsa,Aceh
CUST006971,Bangka,Kepulauan Bangka Belitung
CUST006972,Belitung,Kepulauan Bangka Belitung
CUST006973,Metro,Lampung
CUST006974,Kampar,Riau
CUST006975,Padangpanjang,Sumatera Barat
CUST006976,Merangin,Jambi
CUST006977,Sabang,Aceh
CUST006978,Natuna,Kepulauan Riau
CUST006979,Pekanbaru,Riau
CUST006980,Medan,Sumatera Utara
CUST006981,Sawahlunto,Sumatera Barat
CUST006982,Sibolga,Sumatera Utara
CUST006983,Binjai,Sumatera Utara
CUST006984,Pekanbaru,Riau
CUST006985,Bandar Lampung,Lampung
CUST006986,Bangka Selatan,Kepulauan Bangka Belitung
CUST006987,Bengkulu,Bengkulu
CUST006988,Padangsidimpuan,Sumatera Utara
CUST006989,Bengkulu Tengah,Bengkulu
CUST006990,Pariaman,Sumatera Barat
CUST006991,Pelalawan,Riau
CUST006992,Bangka Barat,Kepulauan Bangka Belitung
CUST006993,Natuna,Kepulauan Riau
CUST006994,Lampung Utara,Lampung
CUST006995,Tanjungpinang,Kepulauan Riau
CUST006996,Rejang Lebong,Bengkulu
CUST006997,Langsa,Aceh
CUST006998,Pariaman,Sumatera Barat
CUST006999,Dumai,Riau
CUST007000,Belitung,Kepulauan Bangka Belitung
CUST007001,Bangka,Kepulauan Bangka Belitung
CUST007002,Lampung Selatan,Lampung
CUST007003,Batanghari,Jambi
CUST007004,Sibolga,Sumatera Utara
CUST007005,Lampung Barat,Lampung
CUST007006,Bungo,Jambi
CUST007007,Kaur,Bengkulu
CUST007008,Pematangsiantar,Sumatera Utara
CUST007009,Kepahiang,Bengkulu
CUST007010,Rejang Lebong,Bengkulu
CUST007011,Lhokseumawe,Aceh
CUST007012,Bandar Lampung,Lampung
CUST007013,Karimun,Kepulauan Riau
CUST007014,Subulussalam,Aceh
CUST007015,Jambi,Jambi
CUST007016,Karimun,Kepulauan Riau
CUST007017,Lhokseumawe,Aceh
CUST007018,Payakumbuh,Sumatera Barat
CUST007019,Lampung Barat,Lampung
CUST007020,Langsa,Aceh
CUST007021,Lahat,Sumatera Selatan
CUST007022,Bangka,Kepulauan Bangka Belitung
CUST007023,Musi Banyuasin,Sumatera Selatan
CUST007024,Bangka Selatan,Kepulauan Bangka Belitung
CUST007025,Pangkalpinang,Kepulauan Bangka Belitung
CUST007026,Solok,Sumatera Barat
CUST007027,Padangpanjang,Sumatera Barat
CUST007028,Bintan,Kepulauan Riau
CUST007029,Lampung Timur,Lampung
CUST007030,Padangpanjang,Sumatera Barat
CUST007031,Bungo,Jambi
CUST007032,Tebing Tinggi,Sumatera Utara
CUST007033,Lampung Selatan,Lampung
CUST007034,Lampung Tengah,Lampung
CUST007035,Sawahlunto,Sumatera Barat
CUST007036,Belitung Timur,Kepulauan Bangka Belitung
CUST007037,Bangka Barat,Kepulauan Bangka Belitung
CUST007038,Solok,Sumatera Barat
CUST007039,Lahat,Sumatera Selatan
CUST007040,Bintan,Kepulauan Riau
CUST007041,Lingga,Kepulauan Riau
CUST007042,Bengkulu,Bengkulu
CUST007043,Banda Aceh,Aceh
CUST007044,Bukittinggi,Sumatera Barat
CUST007045,Tanjungbalai,Sumatera Utara
CUST007046,Pematangsiantar,Sumatera Utara
CUST007047,Lampung Barat,Lampung
CUST007048,Pelalawan,Riau
CUST007049,Pekanbaru,Riau
CUST007050,Solok,Sumatera Barat
CUST007051,Kepahiang,Bengkulu
CUST007052,Bengkulu,Bengkulu
CUST007053,Subulussalam,Aceh
CUST007054,Jambi,Jambi
CUST007055,Banda Aceh,Aceh
CUST007056,Lampung Utara,Lampung
CUST007057,Lahat,Sumatera Selatan
CUST007058,Langsa,Aceh
CUST007059,Palembang,Sumatera Selatan
CUST007060,Lampung Selatan,Lampung
CUST007061,Solok,Sumatera Barat
CUST007062,Lingga,Kepulauan Riau
CUST007063,Dumai,Riau
CUST007064,Bungo,Jambi
CUST007065,Lampung Timur,Lampung
CUST007066,Sungai Penuh,Jambi
CUST007067,Kampar,Riau
CUST007068,Payakumbuh,Sumatera Barat
CUST007069,Belitung Timur,Kepulauan Bangka Belitung
CUST007070,Pekanbaru,Riau
CUST007071,Tanjungpinang,Kepulauan Riau
CUST007072,Binjai,Sumatera Utara
CUST007073,Langsa,Aceh
CUST007074,Lhokseumawe,Aceh
CUST007075,Bengkulu Utara,Bengkulu
CUST007076,Belitung Timur,Kepulauan Bangka Belitung
